Scenario,Augmentation,Model,Class,Precision,Recall,F1-Score,Support,TotalSamples
Test2,None,RF-30ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,RF-3ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-3ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-3ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,RF-50ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-50ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-50ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,RF-5ep-avg,BENIGN,0.9993337583251269,0.9998066666666666,0.9995701222843361,15000.0,50000.0
Test2,None,RF-5ep-avg,DoS Slowhttptest,0.996114073549297,0.9935151515151516,0.9948102124853007,1650.0,5499.0
Test2,None,RF-5ep-avg,DoS slowloris,0.9963155978599574,0.9947096032202415,0.9955106856936086,1739.0,5796.0
Test2,None,XGB-100ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-100ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-100ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-10ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-10ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-10ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-15ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-15ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-15ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-1ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-1ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-1ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-20ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-20ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-20ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-25ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-25ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-25ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-2ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-2ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-2ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-30ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-30ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-30ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-3ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-3ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-3ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-50ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-50ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-50ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,None,XGB-5ep-avg,BENIGN,0.9996201456978273,0.9998933333333333,0.9997567074335107,15000.0,50000.0
Test2,None,XGB-5ep-avg,DoS Slowhttptest,0.99647968627756,0.9944848484848485,0.995480478671259,1650.0,5499.0
Test2,None,XGB-5ep-avg,DoS slowloris,0.9953414612470807,0.9948821161587119,0.9951101904305848,1739.0,5796.0
Test2,SMOTENC,LogReg-100ep-avg,BENIGN,0.9988383928151047,0.97628,0.9874205117089346,15000.0,50000.0
Test2,SMOTENC,LogReg-100ep-avg,DoS Slowhttptest,0.8965175894141935,0.9877575757575758,0.9396779270853314,1650.0,5499.0
Test2,SMOTENC,LogReg-100ep-avg,DoS slowloris,0.8901858803053349,0.9760207015526164,0.9309788408258933,1739.0,5796.0
Test2,SMOTENC,LogReg-10ep-avg,BENIGN,0.9933257650755651,0.9372333333333334,0.9644295410853163,15000.0,50000.0
Test2,SMOTENC,LogReg-10ep-avg,DoS Slowhttptest,0.8154373424028794,0.8844242424242423,0.8484092033449475,1650.0,5499.0
Test2,SMOTENC,LogReg-10ep-avg,DoS slowloris,0.6528426550891935,0.9127659574468086,0.7601414696798678,1739.0,5796.0
Test2,SMOTENC,LogReg-15ep-avg,BENIGN,0.996146562468639,0.9474733333333333,0.9710898662676234,15000.0,50000.0
Test2,SMOTENC,LogReg-15ep-avg,DoS Slowhttptest,0.8314262264878092,0.9711515151515151,0.8955966723012775,1650.0,5499.0
Test2,SMOTENC,LogReg-15ep-avg,DoS slowloris,0.7613843538332102,0.9474985623921794,0.8415621694546205,1739.0,5796.0
Test2,SMOTENC,LogReg-1ep-avg,BENIGN,0.9309237067599103,0.86602,0.897294725226001,15000.0,50000.0
Test2,SMOTENC,LogReg-1ep-avg,DoS Slowhttptest,0.5019790625395791,0.6485454545454545,0.5658620446501752,1650.0,5499.0
Test2,SMOTENC,LogReg-1ep-avg,DoS slowloris,0.41282354795554876,0.5463484761357102,0.4702564244259445,1739.0,5796.0
Test2,SMOTENC,LogReg-20ep-avg,BENIGN,0.9971943566082248,0.9556533333333332,0.9759202419218074,15000.0,50000.0
Test2,SMOTENC,LogReg-20ep-avg,DoS Slowhttptest,0.8572080096899729,0.973090909090909,0.9109634048291513,1650.0,5499.0
Test2,SMOTENC,LogReg-20ep-avg,DoS slowloris,0.7857931212003273,0.9587119033927545,0.8622281552632284,1739.0,5796.0
Test2,SMOTENC,LogReg-25ep-avg,BENIGN,0.9966831603644419,0.9612666666666667,0.9786285728298907,15000.0,50000.0
Test2,SMOTENC,LogReg-25ep-avg,DoS Slowhttptest,0.872905146772103,0.9706060606060607,0.9189648322796492,1650.0,5499.0
Test2,SMOTENC,LogReg-25ep-avg,DoS slowloris,0.807850675424189,0.9650948821161588,0.8786561410496653,1739.0,5796.0
Test2,SMOTENC,LogReg-2ep-avg,BENIGN,0.9809306310960377,0.8437866666666667,0.9072001302295257,15000.0,50000.0
Test2,SMOTENC,LogReg-2ep-avg,DoS Slowhttptest,0.5037357292916321,0.8244242424242424,0.6252715952164312,1650.0,5499.0
Test2,SMOTENC,LogReg-2ep-avg,DoS slowloris,0.5565644856664924,0.8908568142610696,0.6850320854141115,1739.0,5796.0
Test2,SMOTENC,LogReg-30ep-avg,BENIGN,0.9978690856824992,0.9628533333333333,0.9800236880647363,15000.0,50000.0
Test2,SMOTENC,LogReg-30ep-avg,DoS Slowhttptest,0.88234367462609,0.9708484848484848,0.9241941578729321,1650.0,5499.0
Test2,SMOTENC,LogReg-30ep-avg,DoS slowloris,0.8096376811673421,0.9726279470960323,0.8827399594217702,1739.0,5796.0
Test2,SMOTENC,LogReg-3ep-avg,BENIGN,0.9868706082909109,0.8329866666666665,0.9034127066873922,15000.0,50000.0
Test2,SMOTENC,LogReg-3ep-avg,DoS Slowhttptest,0.559540575669643,0.8191515151515152,0.6647526324251218,1650.0,5499.0
Test2,SMOTENC,LogReg-3ep-avg,DoS slowloris,0.4820625937718945,0.9167912593444509,0.6317593186727631,1739.0,5796.0
Test2,SMOTENC,LogReg-50ep-avg,BENIGN,0.998967752548014,0.9705466666666667,0.9845283901302618,15000.0,50000.0
Test2,SMOTENC,LogReg-50ep-avg,DoS Slowhttptest,0.8848994033726495,0.9833939393939394,0.9312843004639427,1650.0,5499.0
Test2,SMOTENC,LogReg-50ep-avg,DoS slowloris,0.8588869514818758,0.975215641173088,0.912744145834437,1739.0,5796.0
Test2,SMOTENC,LogReg-5ep-avg,BENIGN,0.99850518502955,0.81282,0.8960756149913,15000.0,50000.0
Test2,SMOTENC,LogReg-5ep-avg,DoS Slowhttptest,0.6759335251411823,0.867939393939394,0.75996127008304,1650.0,5499.0
Test2,SMOTENC,LogReg-5ep-avg,DoS slowloris,0.40404918801455275,0.9401380103507764,0.5648050228236036,1739.0,5796.0
Test2,SMOTENC,MLP-100ep-avg,BENIGN,0.9800131475270926,0.9829466666666666,0.9814080958399881,15000.0,50000.0
Test2,SMOTENC,MLP-100ep-avg,DoS Slowhttptest,0.9050291388799645,0.8881818181818183,0.8935103011984811,1650.0,5499.0
Test2,SMOTENC,MLP-100ep-avg,DoS slowloris,0.8434924818281369,0.8192064404830361,0.8233253633432847,1739.0,5796.0
Test2,SMOTENC,MLP-10ep-avg,BENIGN,0.9653923402714797,0.9735266666666667,0.9693014336969126,15000.0,50000.0
Test2,SMOTENC,MLP-10ep-avg,DoS Slowhttptest,0.8108311828325168,0.8109090909090909,0.8037952428502511,1650.0,5499.0
Test2,SMOTENC,MLP-10ep-avg,DoS slowloris,0.7493141357621601,0.6768832662449684,0.6993297657651022,1739.0,5796.0
Test2,SMOTENC,MLP-15ep-avg,BENIGN,0.9748970714444714,0.9572933333333333,0.9656040471507596,15000.0,50000.0
Test2,SMOTENC,MLP-15ep-avg,DoS Slowhttptest,0.820212169983565,0.8678181818181818,0.8351723632698167,1650.0,5499.0
Test2,SMOTENC,MLP-15ep-avg,DoS slowloris,0.7577673263069769,0.7914893617021276,0.7641361258855037,1739.0,5796.0
Test2,SMOTENC,MLP-1ep-avg,BENIGN,0.9299483761570688,0.86296,0.8926652078525501,15000.0,50000.0
Test2,SMOTENC,MLP-1ep-avg,DoS Slowhttptest,0.5004609349706254,0.7140606060606061,0.5509758504876875,1650.0,5499.0
Test2,SMOTENC,MLP-1ep-avg,DoS slowloris,0.5737624271565311,0.522656699252444,0.5233491338176156,1739.0,5796.0
Test2,SMOTENC,MLP-20ep-avg,BENIGN,0.9789878316660852,0.9629266666666666,0.9707359933987467,15000.0,50000.0
Test2,SMOTENC,MLP-20ep-avg,DoS Slowhttptest,0.8390521452116498,0.857939393939394,0.8421580935335966,1650.0,5499.0
Test2,SMOTENC,MLP-20ep-avg,DoS slowloris,0.7421426542902718,0.8060379528464635,0.7683848553592287,1739.0,5796.0
Test2,SMOTENC,MLP-25ep-avg,BENIGN,0.9696412375338207,0.9692399999999999,0.9692213495311955,15000.0,50000.0
Test2,SMOTENC,MLP-25ep-avg,DoS Slowhttptest,0.8036637754408942,0.8507878787878788,0.8146166697908903,1650.0,5499.0
Test2,SMOTENC,MLP-25ep-avg,DoS slowloris,0.7850010747977056,0.6847613571017825,0.7098215674956105,1739.0,5796.0
Test2,SMOTENC,MLP-2ep-avg,BENIGN,0.9427988525771978,0.93042,0.9353093688749915,15000.0,50000.0
Test2,SMOTENC,MLP-2ep-avg,DoS Slowhttptest,0.7327170373905381,0.783030303030303,0.7335106431170546,1650.0,5499.0
Test2,SMOTENC,MLP-2ep-avg,DoS slowloris,0.6055417028572376,0.5502012650948821,0.5714619021682056,1739.0,5796.0
Test2,SMOTENC,MLP-30ep-avg,BENIGN,0.9697214479926837,0.98146,0.9753586119762921,15000.0,50000.0
Test2,SMOTENC,MLP-30ep-avg,DoS Slowhttptest,0.896794153392446,0.8116363636363637,0.8385621913295835,1650.0,5499.0
Test2,SMOTENC,MLP-30ep-avg,DoS slowloris,0.8227169747214071,0.7987924094307074,0.8038860126412075,1739.0,5796.0
Test2,SMOTENC,MLP-3ep-avg,BENIGN,0.939358563217407,0.9345933333333333,0.9355301057847807,15000.0,50000.0
Test2,SMOTENC,MLP-3ep-avg,DoS Slowhttptest,0.7022424400419618,0.7849090909090909,0.7212133493382228,1650.0,5499.0
Test2,SMOTENC,MLP-3ep-avg,DoS slowloris,0.6803666365929294,0.5470960322024151,0.5895547224129303,1739.0,5796.0
Test2,SMOTENC,MLP-50ep-avg,BENIGN,0.9729045222001748,0.98254,0.9774893352024204,15000.0,50000.0
Test2,SMOTENC,MLP-50ep-avg,DoS Slowhttptest,0.9003082678676204,0.824060606060606,0.8497733502799922,1650.0,5499.0
Test2,SMOTENC,MLP-50ep-avg,DoS slowloris,0.8424607576318948,0.8238067855089131,0.8266077555984805,1739.0,5796.0
Test2,SMOTENC,MLP-5ep-avg,BENIGN,0.9519685363829357,0.9315,0.9409067509103805,15000.0,50000.0
Test2,SMOTENC,MLP-5ep-avg,DoS Slowhttptest,0.7068971446667789,0.8114545454545455,0.7360420700213351,1650.0,5499.0
Test2,SMOTENC,MLP-5ep-avg,DoS slowloris,0.7265215533105337,0.6385278895917194,0.659804709159038,1739.0,5796.0
Test2,SMOTENC,RF-100ep-avg,BENIGN,0.9993403841329849,0.99976,0.9995501116213419,15000.0,50000.0
Test2,SMOTENC,RF-100ep-avg,DoS Slowhttptest,0.9956316335623072,0.9935151515151516,0.9945690548379453,1650.0,5499.0
Test2,SMOTENC,RF-100ep-avg,DoS slowloris,0.9963156655676226,0.9947096032202415,0.9955108188272135,1739.0,5796.0
Test2,SMOTENC,RF-10ep-avg,BENIGN,0.9993403841329849,0.99976,0.9995501116213419,15000.0,50000.0
Test2,SMOTENC,RF-10ep-avg,DoS Slowhttptest,0.9956316335623072,0.9935151515151516,0.9945690548379453,1650.0,5499.0
Test2,SMOTENC,RF-10ep-avg,DoS slowloris,0.9963156655676226,0.9947096032202415,0.9955108188272135,1739.0,5796.0
Test2,SMOTENC,RF-15ep-avg,BENIGN,0.9993403841329849,0.99976,0.9995501116213419,15000.0,50000.0
Test2,SMOTENC,RF-15ep-avg,DoS Slowhttptest,0.9956316335623072,0.9935151515151516,0.9945690548379453,1650.0,5499.0
Test2,SMOTENC,RF-15ep-avg,DoS slowloris,0.9963156655676226,0.9947096032202415,0.9955108188272135,1739.0,5796.0
Test2,SMOTENC,RF-1ep-avg,BENIGN,0.9993403841329849,0.99976,0.9995501116213419,15000.0,50000.0
Test2,SMOTENC,RF-1ep-avg,DoS Slowhttptest,0.9956316335623072,0.9935151515151516,0.9945690548379453,1650.0,5499.0
Test2,SMOTENC,RF-1ep-avg,DoS slowloris,0.9963156655676226,0.9947096032202415,0.9955108188272135,1739.0,5796.0
Test2,SMOTENC,RF-20ep-avg,BENIGN,0.9993403841329849,0.99976,0.9995501116213419,15000.0,50000.0
Test2,SMOTENC,RF-20ep-avg,DoS Slowhttptest,0.9956316335623072,0.9935151515151516,0.9945690548379453,1650.0,5499.0
Test2,SMOTENC,RF-20ep-avg,DoS slowloris,0.9963156655676226,0.9947096032202415,0.9955108188272135,1739.0,5796.0
Test2,SMOTENC,RF-25ep-avg,BENIGN,0.9993403841329849,0.99976,0.9995501116213419,15000.0,50000.0
Test2,SMOTENC,RF-25ep-avg,DoS Slowhttptest,0.9956316335623072,0.9935151515151516,0.9945690548379453,1650.0,5499.0
Test2,SMOTENC,RF-25ep-avg,DoS slowloris,0.9963156655676226,0.9947096032202415,0.9955108188272135,1739.0,5796.0
Test2,SMOTENC,RF-2ep-avg,BENIGN,0.9993403841329849,0.99976,0.9995501116213419,15000.0,50000.0
Test2,SMOTENC,RF-2ep-avg,DoS Slowhttptest,0.9956316335623072,0.9935151515151516,0.9945690548379453,1650.0,5499.0
Test2,SMOTENC,RF-2ep-avg,DoS slowloris,0.9963156655676226,0.9947096032202415,0.9955108188272135,1739.0,5796.0
Test2,SMOTENC,RF-30ep-avg,BENIGN,0.9993403841329849,0.99976,0.9995501116213419,15000.0,50000.0
Test2,SMOTENC,RF-30ep-avg,DoS Slowhttptest,0.9956316335623072,0.9935151515151516,0.9945690548379453,1650.0,5499.0
Test2,SMOTENC,RF-30ep-avg,DoS slowloris,0.9963156655676226,0.9947096032202415,0.9955108188272135,1739.0,5796.0
Test2,SMOTENC,RF-3ep-avg,BENIGN,0.9993403841329849,0.99976,0.9995501116213419,15000.0,50000.0
Test2,SMOTENC,RF-3ep-avg,DoS Slowhttptest,0.9956316335623072,0.9935151515151516,0.9945690548379453,1650.0,5499.0
Test2,SMOTENC,RF-3ep-avg,DoS slowloris,0.9963156655676226,0.9947096032202415,0.9955108188272135,1739.0,5796.0
Test2,SMOTENC,RF-50ep-avg,BENIGN,0.9993403841329849,0.99976,0.9995501116213419,15000.0,50000.0
Test2,SMOTENC,RF-50ep-avg,DoS Slowhttptest,0.9956316335623072,0.9935151515151516,0.9945690548379453,1650.0,5499.0
Test2,SMOTENC,RF-50ep-avg,DoS slowloris,0.9963156655676226,0.9947096032202415,0.9955108188272135,1739.0,5796.0
Test2,SMOTENC,RF-5ep-avg,BENIGN,0.9993403841329849,0.99976,0.9995501116213419,15000.0,50000.0
Test2,SMOTENC,RF-5ep-avg,DoS Slowhttptest,0.9956316335623072,0.9935151515151516,0.9945690548379453,1650.0,5499.0
Test2,SMOTENC,RF-5ep-avg,DoS slowloris,0.9963156655676226,0.9947096032202415,0.9955108188272135,1739.0,5796.0
Test2,SMOTENC,XGB-100ep-avg,BENIGN,0.9996201488047063,0.9998933333333333,0.9997567089885406,15000.0,50000.0
Test2,SMOTENC,XGB-100ep-avg,DoS Slowhttptest,0.9964792833732229,0.9944848484848485,0.9954804239925465,1650.0,5499.0
Test2,SMOTENC,XGB-100ep-avg,DoS slowloris,0.995226681235217,0.994767107533065,0.9949950311735222,1739.0,5796.0
Test2,SMOTENC,XGB-10ep-avg,BENIGN,0.9996201488047063,0.9998933333333333,0.9997567089885406,15000.0,50000.0
Test2,SMOTENC,XGB-10ep-avg,DoS Slowhttptest,0.9964792833732229,0.9944848484848485,0.9954804239925465,1650.0,5499.0
Test2,SMOTENC,XGB-10ep-avg,DoS slowloris,0.995226681235217,0.994767107533065,0.9949950311735222,1739.0,5796.0
Test2,SMOTENC,XGB-15ep-avg,BENIGN,0.9996201488047063,0.9998933333333333,0.9997567089885406,15000.0,50000.0
Test2,SMOTENC,XGB-15ep-avg,DoS Slowhttptest,0.9964792833732229,0.9944848484848485,0.9954804239925465,1650.0,5499.0
Test2,SMOTENC,XGB-15ep-avg,DoS slowloris,0.995226681235217,0.994767107533065,0.9949950311735222,1739.0,5796.0
Test2,SMOTENC,XGB-1ep-avg,BENIGN,0.9996201488047063,0.9998933333333333,0.9997567089885406,15000.0,50000.0
Test2,SMOTENC,XGB-1ep-avg,DoS Slowhttptest,0.9964792833732229,0.9944848484848485,0.9954804239925465,1650.0,5499.0
Test2,SMOTENC,XGB-1ep-avg,DoS slowloris,0.995226681235217,0.994767107533065,0.9949950311735222,1739.0,5796.0
Test2,SMOTENC,XGB-20ep-avg,BENIGN,0.9996201488047063,0.9998933333333333,0.9997567089885406,15000.0,50000.0
Test2,SMOTENC,XGB-20ep-avg,DoS Slowhttptest,0.9964792833732229,0.9944848484848485,0.9954804239925465,1650.0,5499.0
Test2,SMOTENC,XGB-20ep-avg,DoS slowloris,0.995226681235217,0.994767107533065,0.9949950311735222,1739.0,5796.0
Test2,SMOTENC,XGB-25ep-avg,BENIGN,0.9996201488047063,0.9998933333333333,0.9997567089885406,15000.0,50000.0
Test2,SMOTENC,XGB-25ep-avg,DoS Slowhttptest,0.9964792833732229,0.9944848484848485,0.9954804239925465,1650.0,5499.0
Test2,SMOTENC,XGB-25ep-avg,DoS slowloris,0.995226681235217,0.994767107533065,0.9949950311735222,1739.0,5796.0
Test2,SMOTENC,XGB-2ep-avg,BENIGN,0.9996201488047063,0.9998933333333333,0.9997567089885406,15000.0,50000.0
Test2,SMOTENC,XGB-2ep-avg,DoS Slowhttptest,0.9964792833732229,0.9944848484848485,0.9954804239925465,1650.0,5499.0
Test2,SMOTENC,XGB-2ep-avg,DoS slowloris,0.995226681235217,0.994767107533065,0.9949950311735222,1739.0,5796.0
Test2,SMOTENC,XGB-30ep-avg,BENIGN,0.9996201488047063,0.9998933333333333,0.9997567089885406,15000.0,50000.0
Test2,SMOTENC,XGB-30ep-avg,DoS Slowhttptest,0.9964792833732229,0.9944848484848485,0.9954804239925465,1650.0,5499.0
Test2,SMOTENC,XGB-30ep-avg,DoS slowloris,0.995226681235217,0.994767107533065,0.9949950311735222,1739.0,5796.0
Test2,SMOTENC,XGB-3ep-avg,BENIGN,0.9996201488047063,0.9998933333333333,0.9997567089885406,15000.0,50000.0
Test2,SMOTENC,XGB-3ep-avg,DoS Slowhttptest,0.9964792833732229,0.9944848484848485,0.9954804239925465,1650.0,5499.0
Test2,SMOTENC,XGB-3ep-avg,DoS slowloris,0.995226681235217,0.994767107533065,0.9949950311735222,1739.0,5796.0
Test2,SMOTENC,XGB-50ep-avg,BENIGN,0.9996201488047063,0.9998933333333333,0.9997567089885406,15000.0,50000.0
Test2,SMOTENC,XGB-50ep-avg,DoS Slowhttptest,0.9964792833732229,0.9944848484848485,0.9954804239925465,1650.0,5499.0
Test2,SMOTENC,XGB-50ep-avg,DoS slowloris,0.995226681235217,0.994767107533065,0.9949950311735222,1739.0,5796.0
Test2,SMOTENC,XGB-5ep-avg,BENIGN,0.9996201488047063,0.9998933333333333,0.9997567089885406,15000.0,50000.0
Test2,SMOTENC,XGB-5ep-avg,DoS Slowhttptest,0.9964792833732229,0.9944848484848485,0.9954804239925465,1650.0,5499.0
Test2,SMOTENC,XGB-5ep-avg,DoS slowloris,0.995226681235217,0.994767107533065,0.9949950311735222,1739.0,5796.0
